,title,author,year,url,abstract,Unnamed: 0
534,Opportunities and challenges for a sustainable energy future,"['S Chu', 'A Majumdar']",2012,https://www.nature.com/articles/nature11475,"revolution in which our sources of energy are affordable, accessible and sustainable. Energy  efficiency and conservation, as well as decarbonizing our energy sources, are essential to",
535,The path towards sustainable energy,"['S Chu', 'Y Cui', 'N Liu']",2017,https://www.nature.com/articles/nmat4834,Materials science is an enabling science and is playing a central role in our transition to  sustainable energy. The advances in the past decades have been breath-taking. While,
536,Sustainable energy development,"['NH Afgan', 'D Al Gobaisi', 'MG Carvalho']",1998,https://www.sciencedirect.com/science/article/pii/S1364032198000021,"The paper presents an overview of sustainable energy development and is aimed to emphasize  the important aspects relevant to this activity. A short introduction, related to the present",
537,Energy efficiency economics and policy,"['K Gillingham', 'RG Newell', 'K Palmer']",2009,https://www.annualreviews.org/content/journals/10.1146/annurev.resource.102308.124234,energy efficiency as an investment in producing energy services. After presenting evidence  of energy market influences on energy efficiency discussed in the energy efficiency literature.,
538,Is there an energy efficiency gap?,"['H Allcott', 'M Greenstone']",2012,https://www.aeaweb.org/articles?id=10.1257/jep.26.1.3,encourage investment in energy efficient capital stock but do not directly affect energy prices.   that affect energy prices will of course also increase investment in energy efficient capital,
539,"What is energy efficiency?: Concepts, indicators and methodological issues",['MG Patterson'],1996,https://www.sciencedirect.com/science/article/pii/0301421596000171,"energy efficiency indicators that can be used, particularly at the policy level. Traditional  thermodynamic indicators of energy efficiency  economic indicators of energy efficiency are also",
540,"A review of carbon footprint reduction in construction industry, from design to operation","['B Sizirici', 'Y Fseha', 'CS Cho', 'I Yildiz', 'YJ Byon']",2021,https://www.mdpi.com/1996-1944/14/20/6094,"reduction at different phases in the construction industry. However, there is no other study  focusing on carbon reduction  latest techniques for reducing the carbon footprint of each phase",
541,Quantifying carbon footprint reduction opportunities for US households and communities,"['CM Jones', 'DM Kammen']",2011,https://pubs.acs.org/doi/abs/10.1021/es102221h,large cash-positive carbon footprint reductions are evident across  carbon footprint profiles.  The results of this model have been incorporated into an open access online carbon footprint,
542,A new approach to scheduling in manufacturing for power consumption and carbon footprint reduction,"['K Fang', 'N Uhan', 'F Zhao', 'JW Sutherland']",2011,https://www.sciencedirect.com/science/article/pii/S0278612511000690,"Such efforts are likely to achieve even greater reductions in  schedules that reduce  peak power will further reduce energy  addresses productivity, carbon footprint, and peak (power)",
543,Does climate adaptation policy need probabilities?,"['S Dessai', 'M Hulme']",2004,https://www.tandfonline.com/doi/abs/10.1080/14693062.2004.9685515,"(not) need probabilities of climate change? (2) What  adaptation to climate change. Overall,  we conclude that the jury is still out on whether probabilities are useful for climate adaptation",
544,Roadmap towards justice in urban climate adaptation research,"['L Shi', 'E Chu', 'I Anguelovski', 'A Aylett', 'J Debats']",2016,https://www.nature.com/articles/nclimate2841,"With these challenges in mind, we present a roadmap to reorient urban climate adaptation  research and practice around four interrelated research needs. These lines of research seek",
545,"A comprehensive review of climate adaptation in the United States: more than before, but less than needed","['R Bierbaum', 'JB Smith', 'A Lee', 'M Blair', 'L Carter']",2013,https://link.springer.com/article/10.1007/s11027-012-9423-1,"climate change, they often include climate adaptation components. Many of the climate-specific  adaptation  As of early 2012, at least 13 US states have completed climate adaptation",
546,Analysis of sustainable urban development approaches in China,"['H Liu', 'G Zhou', 'R Wennersten', 'B Frostell']",2014,https://www.sciencedirect.com/science/article/pii/S019739751300057X,"This paper reviews the different concepts and approaches to sustainable urban development  in use in China and analyses how these concepts and approaches have been used,",
547,Rethinking sustainable urban development: towards an integrated planning and development process,"['T Yigitcanlar', 'S Teriman']",2015,https://link.springer.com/article/10.1007/s13762-013-0491-x,"effects of the green dimension towards sustainable urban form, efforts to integrate this   Notwithstanding, the drive towards a sustainable urban future must also take account of our",
548,The sustainable urban development reader,"['T Beatley', 'SM Wheeler']",2004,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781315770369&type=googlepdf,"It also makes a wide range of sustainable urban planning-related  for anyone interested in  the future of urban environments.  readers related to sustainable urban development, global",
549,Sustainable agriculture,"['JP Reganold', 'RI Papendick', 'JF Parr']",1990,https://www.jstor.org/stable/24996835,"of conventional agriculture. Conse quently, many individuals are seeking alternative practices  that would make agriculture more sustainable. Sustainable agriculture embraces several",
550,What is sustainable agriculture? A systematic review,"['S Velten', 'J Leventon', 'N Jager', 'J Newig']",2015,https://www.mdpi.com/2071-1050/7/6/7833,"Yet, the concept of sustainable agriculture is very vague and  to advance understandings  of sustainable agriculture from a  emerging definitions of sustainable agriculture. For this",
551,Is there a need for a more sustainable agriculture?,"['T Gomiero', 'D Pimentel', 'MG Paoletti']",2011,https://www.tandfonline.com/doi/abs/10.1080/07352689.2011.553515,"Sustainable agriculture should aim at:  Sustainable agriculture does not refer to a prescribed  set of practices and it differs from organic agriculture because, in sustainable agriculture,",
552,Culture and food security,"['EB Alonso', 'L Cockx', 'J Swinnen']",2018,https://www.sciencedirect.com/science/article/pii/S2211912417300676,"how culture affects food security. We  food security are still poorly understood. Despite these  gaps in the literature, it is clear that how and why we obtain, process, prepare, and eat food",
553,The science of food security,"['MB Cole', 'MA Augustin', 'MJ Robertson']",2018,https://www.nature.com/articles/s41538-018-0021-9,"We discuss the opportunities to reduce food loss and waste, and recover produce  food  industry. Our systems-based perspective links food security to agricultural productivity, food safety",
554,Food security,"['C Mbow', 'CE Rosenzweig', 'LG Barioni', 'TG Benton']",2020,https://ntrs.nasa.gov/citations/20200001724,-based technologies for negative emissions based on biomass production would increasingly  put pressure on food production and food security through potential competition for land.,
555,Evaluating participation in water resource management: A review,"['G Carr', 'G Blöschl', 'DP Loucks']",2012,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2011WR011662,whether a participation program improves water resource management. Resource  management outcome evaluation is challenging because resource changes often emerge beyond,
556,Sustainable water resources management,['DP Loucks'],2000,https://www.tandfonline.com/doi/abs/10.1080/02508060008686793,"We depend on our water resource systems for our survival and welfare.  for water in their  streams, rivers, lakes, and aquifers. A continuing task of water resource planners and managers",
557,Towards the development of a decision support system for water resource management,"['J Mysiak', 'C Giupponi', 'P Rosato']",2005,https://www.sciencedirect.com/science/article/pii/S1364815204000386,", a decision support system for water resource management that has been developed  water  management, the concepts of sustainable river basin management introduced by the water",
558,Waste and waste management,['J Reno'],2015,https://www.annualreviews.org/content/journals/10.1146/annurev-anthro-102214-014146,"Discard studies have demonstrated that waste is more than just  of waste materials and  processes of waste management  There is yet more waste will tell us, especially as more studies",
559,The concept of waste and waste management,"['E Amasuomo', 'J Baird']",2016,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jms6&section=56,"Tchobanoglous et al added that, solid waste management utilizes skills and  of waste  management issues. Demirbas (20 11) suggested that the main reason for managing waste is to",
560,Global waste management outlook,"['DC Wilson', 'L Rodic', 'P Modak', 'R Soos', 'A Carpintero']",2015,https://eprints.whiterose.ac.uk/99773/,This chapter has made a clear case for taking action on waste management and indeed  for making waste management a priority alongside other pressing and perhaps more obvious,
